"Story","Title","Result","Date","Stability","Duration (s)"
"Verify all Worldwide Country specific Sogeti links","Check Country specific Sogeti links are working","SUCCESS","2021-04-17T22:45:25.162+02:00[Europe/Berlin]","0.0","87.81"
